PheCode	Number of cases	Number of controls	Number of excluded controls	Phenotype Description	Phenotype Category	url_sum	URL QQ Plot	URL-QQPlot	URL Manhattan Plot	URL-ManhattanPlot
286.7	387	"406,281"	"2,293"	Other and unspecified coagulation defects	hematopoietic	wget https://www.dropbox.com/s/zgt19ua6mzglpbi/PheCode_286.7_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/hhtmuhhej94xo1n/286.7-Otherandunspecifiedcoagulationdefects-387cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/hhtmuhhej94xo1n/286.7-Otherandunspecifiedcoagulationdefects-387cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/c5nhvhg19rretpi/286.7-Otherandunspecifiedcoagulationdefects-387cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/c5nhvhg19rretpi/286.7-Otherandunspecifiedcoagulationdefects-387cases-406281controls.mh.pdf?dl=0
287	"1,791"	"406,281"	889	Purpura and other hemorrhagic conditions	hematopoietic	wget https://www.dropbox.com/s/cxqofhiz7wiyhtd/PheCode_287_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/j42f1euo9zivsek/287-Purpuraandotherhemorrhagicconditions-1791cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/j42f1euo9zivsek/287-Purpuraandotherhemorrhagicconditions-1791cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/ssvssn75rr0x4hr/287-Purpuraandotherhemorrhagicconditions-1791cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/ssvssn75rr0x4hr/287-Purpuraandotherhemorrhagicconditions-1791cases-406281controls.mh.pdf?dl=0
287.1	128	"406,281"	"2,552"	Spontaneous ecchymoses	hematopoietic	wget https://www.dropbox.com/s/40cwr9jjfxqd9qx/PheCode_287.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/u519uylnmrhb5mr/287.1-Spontaneousecchymoses-128cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/u519uylnmrhb5mr/287.1-Spontaneousecchymoses-128cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/3jb9sadcqp1l7js/287.1-Spontaneousecchymoses-128cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/3jb9sadcqp1l7js/287.1-Spontaneousecchymoses-128cases-406281controls.mh.pdf?dl=0
287.2	51	"406,281"	"2,629"	Allergic purpura	hematopoietic	wget https://www.dropbox.com/s/zl115pel9wy8pxg/PheCode_287.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ixim4r3of34wnvy/287.2-Allergicpurpura-51cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/ixim4r3of34wnvy/287.2-Allergicpurpura-51cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/ohmeym88ne5gpo4/287.2-Allergicpurpura-51cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/ohmeym88ne5gpo4/287.2-Allergicpurpura-51cases-406281controls.mh.pdf?dl=0
287.3	"1,563"	"406,281"	"1,117"	Thrombocytopenia	hematopoietic	wget https://www.dropbox.com/s/d4smv37ffsh1dqw/PheCode_287.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/i1j8o05ryjazz64/287.3-Thrombocytopenia-1563cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/i1j8o05ryjazz64/287.3-Thrombocytopenia-1563cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/q140lz9ms7ye9i9/287.3-Thrombocytopenia-1563cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/q140lz9ms7ye9i9/287.3-Thrombocytopenia-1563cases-406281controls.mh.pdf?dl=0
287.31	420	"406,281"	"2,260"	Primary thrombocytopenia	hematopoietic	wget https://www.dropbox.com/s/kg76z1725i6kz96/PheCode_287.31_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/zxyjmniytkn72lj/287.31-Primarythrombocytopenia-420cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/zxyjmniytkn72lj/287.31-Primarythrombocytopenia-420cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/chtmivsq2htl7hd/287.31-Primarythrombocytopenia-420cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/chtmivsq2htl7hd/287.31-Primarythrombocytopenia-420cases-406281controls.mh.pdf?dl=0
287.32	73	"406,281"	"2,607"	Secondary thrombocytopenia	hematopoietic	wget https://www.dropbox.com/s/6ztnfpd50ph8drh/PheCode_287.32_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/o18wajeomc02o9k/287.32-Secondarythrombocytopenia-73cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/o18wajeomc02o9k/287.32-Secondarythrombocytopenia-73cases-406281controls.qq.pdf?dl=0	https://www.dropbox.com/s/emst7szr2wn77xl/287.32-Secondarythrombocytopenia-73cases-406281controls.mh.pdf?dl=0	https://www.dropbox.com/s/emst7szr2wn77xl/287.32-Secondarythrombocytopenia-73cases-406281controls.mh.pdf?dl=0
288	"3,788"	"401,375"	"3,798"	Diseases of white blood cells	hematopoietic	wget https://www.dropbox.com/s/oihrjsd2d6nmgnh/PheCode_288_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/p5gahha5f027b4w/288-Diseasesofwhitebloodcells-3788cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/p5gahha5f027b4w/288-Diseasesofwhitebloodcells-3788cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/o23qb7i4eet8c9e/288-Diseasesofwhitebloodcells-3788cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/o23qb7i4eet8c9e/288-Diseasesofwhitebloodcells-3788cases-401375controls.mh.pdf?dl=0
288.1	"3,184"	"401,375"	"4,402"	Decreased white blood cell count	hematopoietic	wget https://www.dropbox.com/s/61ee71uf66hj38i/PheCode_288.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/7inms6wycx17mli/288.1-Decreasedwhitebloodcellcount-3184cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/7inms6wycx17mli/288.1-Decreasedwhitebloodcellcount-3184cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/ybt078yuc9lxh1g/288.1-Decreasedwhitebloodcellcount-3184cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/ybt078yuc9lxh1g/288.1-Decreasedwhitebloodcellcount-3184cases-401375controls.mh.pdf?dl=0
288.11	"3,184"	"401,375"	"4,402"	Neutropenia	hematopoietic	wget https://www.dropbox.com/s/m2chnizahif7wtq/PheCode_288.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/682p5bepfkbg3mo/288.11-Neutropenia-3184cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/682p5bepfkbg3mo/288.11-Neutropenia-3184cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/8b50jlc7pw0rk0z/288.11-Neutropenia-3184cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/8b50jlc7pw0rk0z/288.11-Neutropenia-3184cases-401375controls.mh.pdf?dl=0
288.3	71	"401,375"	"7,515"	Eosinophilia	hematopoietic	wget https://www.dropbox.com/s/mpfiw2cy3727ksj/PheCode_288.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/wr6uurohvwabqdz/288.3-Eosinophilia-71cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/wr6uurohvwabqdz/288.3-Eosinophilia-71cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/gzkj8zqakctce42/288.3-Eosinophilia-71cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/gzkj8zqakctce42/288.3-Eosinophilia-71cases-401375controls.mh.pdf?dl=0
289	"4,177"	"401,375"	"3,409"	Other diseases of blood and blood-forming organs	hematopoietic	wget https://www.dropbox.com/s/roszkw32177digi/PheCode_289_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/s3hkz1sytg2552z/289-Otherdiseasesofbloodandblood-formingorgans-4177cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/s3hkz1sytg2552z/289-Otherdiseasesofbloodandblood-formingorgans-4177cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/hkb9hel5a3kf5ll/289-Otherdiseasesofbloodandblood-formingorgans-4177cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/hkb9hel5a3kf5ll/289-Otherdiseasesofbloodandblood-formingorgans-4177cases-401375controls.mh.pdf?dl=0
289.3	291	"401,375"	"7,295"	Personal history of diseases of blood and blood-forming organs	hematopoietic	wget https://www.dropbox.com/s/q3k6hhwu10vxoxp/PheCode_289.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/9ddi6621gx6cxu1/289.3-Personalhistoryofdiseasesofbloodandblood-formingorgans-291cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/9ddi6621gx6cxu1/289.3-Personalhistoryofdiseasesofbloodandblood-formingorgans-291cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/lttjnj37i17j4yz/289.3-Personalhistoryofdiseasesofbloodandblood-formingorgans-291cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/lttjnj37i17j4yz/289.3-Personalhistoryofdiseasesofbloodandblood-formingorgans-291cases-401375controls.mh.pdf?dl=0
289.4	"2,622"	"401,375"	"4,964"	Lymphadenitis	hematopoietic	wget https://www.dropbox.com/s/al2wgybw4zgn9on/PheCode_289.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xq17vkkjb76tih9/289.4-Lymphadenitis-2622cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/xq17vkkjb76tih9/289.4-Lymphadenitis-2622cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/ik01m6dz8r7jdbg/289.4-Lymphadenitis-2622cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/ik01m6dz8r7jdbg/289.4-Lymphadenitis-2622cases-401375controls.mh.pdf?dl=0
289.5	515	"401,375"	"7,071"	Diseases of spleen	hematopoietic	wget https://www.dropbox.com/s/ixbtrnvdnaevlks/PheCode_289.5_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/88t47vahet35ng7/289.5-Diseasesofspleen-515cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/88t47vahet35ng7/289.5-Diseasesofspleen-515cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/maya2h2bz9iwxdk/289.5-Diseasesofspleen-515cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/maya2h2bz9iwxdk/289.5-Diseasesofspleen-515cases-401375controls.mh.pdf?dl=0
289.8	295	"400,749"	"7,917"	"Polycythemia, secondary"	hematopoietic	wget https://www.dropbox.com/s/rk0detifquihqzb/PheCode_289.8_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/43stxie5mh44zpr/289.8-Polycythemia-secondary-295cases-400749controls.qq.pdf?dl=0	https://www.dropbox.com/s/43stxie5mh44zpr/289.8-Polycythemia-secondary-295cases-400749controls.qq.pdf?dl=0	https://www.dropbox.com/s/fqwpy5g0od5z3cg/289.8-Polycythemia-secondary-295cases-400749controls.mh.pdf?dl=0	https://www.dropbox.com/s/fqwpy5g0od5z3cg/289.8-Polycythemia-secondary-295cases-400749controls.mh.pdf?dl=0
289.9	90	"401,375"	"7,496"	Abnormality of red blood cells	hematopoietic	wget https://www.dropbox.com/s/oqw4oiolowx0yap/PheCode_289.9_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/96ss2kakajf2ywx/289.9-Abnormalityofredbloodcells-90cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/96ss2kakajf2ywx/289.9-Abnormalityofredbloodcells-90cases-401375controls.qq.pdf?dl=0	https://www.dropbox.com/s/hy224he4tm4s6zj/289.9-Abnormalityofredbloodcells-90cases-401375controls.mh.pdf?dl=0	https://www.dropbox.com/s/hy224he4tm4s6zj/289.9-Abnormalityofredbloodcells-90cases-401375controls.mh.pdf?dl=0
290	"1,970"	"402,383"	"4,608"	Delirium dementia and amnestic and other cognitive disorders	mental disorders	wget https://www.dropbox.com/s/7lwvnazsuvxw1lm/PheCode_290_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/65ach8jn9wrmvdr/290-Deliriumdementiaandamnesticandothercognitivedisorders-1970cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/65ach8jn9wrmvdr/290-Deliriumdementiaandamnesticandothercognitivedisorders-1970cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/j96ip0ehl4sjs9m/290-Deliriumdementiaandamnesticandothercognitivedisorders-1970cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/j96ip0ehl4sjs9m/290-Deliriumdementiaandamnesticandothercognitivedisorders-1970cases-402383controls.mh.pdf?dl=0
290.1	956	"402,383"	"5,622"	Dementias	mental disorders	wget https://www.dropbox.com/s/db5u3zibqgbmknp/PheCode_290.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/j7g2zrlby0ku9b6/290.1-Dementias-956cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/j7g2zrlby0ku9b6/290.1-Dementias-956cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/3anlvxvzl3o7xhx/290.1-Dementias-956cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/3anlvxvzl3o7xhx/290.1-Dementias-956cases-402383controls.mh.pdf?dl=0
290.11	404	"402,383"	"6,174"	Alzheimer's disease	mental disorders	wget https://www.dropbox.com/s/l5nzbvdsj2uc9z4/PheCode_290.11_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xtkipi0y0j3kvhd/290.11-Alzheimersdisease-404cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/xtkipi0y0j3kvhd/290.11-Alzheimersdisease-404cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/nlewtwqtlplnkly/290.11-Alzheimersdisease-404cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/nlewtwqtlplnkly/290.11-Alzheimersdisease-404cases-402383controls.mh.pdf?dl=0
290.16	189	"402,383"	"6,389"	Vascular dementia	mental disorders	wget https://www.dropbox.com/s/9phsov6m4wpyxrs/PheCode_290.16_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/tqnl66ir02eciy4/290.16-Vasculardementia-189cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/tqnl66ir02eciy4/290.16-Vasculardementia-189cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/06yqkhk8ztmixjv/290.16-Vasculardementia-189cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/06yqkhk8ztmixjv/290.16-Vasculardementia-189cases-402383controls.mh.pdf?dl=0
290.2	654	"402,383"	"5,924"	Delirium due to conditions classified elsewhere	mental disorders	wget https://www.dropbox.com/s/j3zeje3s1szq571/PheCode_290.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/sy547nluwm9u9pz/290.2-Deliriumduetoconditionsclassifiedelsewhere-654cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/sy547nluwm9u9pz/290.2-Deliriumduetoconditionsclassifiedelsewhere-654cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/xyqsi5h7f1xkv7b/290.2-Deliriumduetoconditionsclassifiedelsewhere-654cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/xyqsi5h7f1xkv7b/290.2-Deliriumduetoconditionsclassifiedelsewhere-654cases-402383controls.mh.pdf?dl=0
290.3	71	"402,383"	"6,507"	Other persistent mental disorders due to conditions classified elsewhere	mental disorders	wget https://www.dropbox.com/s/0481a9eh31ilv3e/PheCode_290.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/l9kvqtresdxv1ti/290.3-Otherpersistentmentaldisordersduetoconditionsclassifiedelsewhere-71cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/l9kvqtresdxv1ti/290.3-Otherpersistentmentaldisordersduetoconditionsclassifiedelsewhere-71cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/e3wgxejmk7mszno/290.3-Otherpersistentmentaldisordersduetoconditionsclassifiedelsewhere-71cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/e3wgxejmk7mszno/290.3-Otherpersistentmentaldisordersduetoconditionsclassifiedelsewhere-71cases-402383controls.mh.pdf?dl=0
291	641	"402,383"	"5,937"	Other specified nonpsychotic and/or transient mental disorders	mental disorders	wget https://www.dropbox.com/s/w3zp8ls62arcoqj/PheCode_291_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/wkdcmgpdc8ivtez/291-Otherspecifiednonpsychoticandortransientmentaldisorders-641cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/wkdcmgpdc8ivtez/291-Otherspecifiednonpsychoticandortransientmentaldisorders-641cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/sfbyplegngl9s4a/291-Otherspecifiednonpsychoticandortransientmentaldisorders-641cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/sfbyplegngl9s4a/291-Otherspecifiednonpsychoticandortransientmentaldisorders-641cases-402383controls.mh.pdf?dl=0
291.1	121	"402,383"	"6,457"	Transient mental disorders due to conditions classified elsewhere	mental disorders	wget https://www.dropbox.com/s/w5fj1lamzjdndbq/PheCode_291.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/aac062rjk4vq52r/291.1-Transientmentaldisordersduetoconditionsclassifiedelsewhere-121cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/aac062rjk4vq52r/291.1-Transientmentaldisordersduetoconditionsclassifiedelsewhere-121cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/skoaw70pe51wvn6/291.1-Transientmentaldisordersduetoconditionsclassifiedelsewhere-121cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/skoaw70pe51wvn6/291.1-Transientmentaldisordersduetoconditionsclassifiedelsewhere-121cases-402383controls.mh.pdf?dl=0
291.4	85	"402,383"	"6,493"	Specific nonpsychotic mental disorders due to brain damage	mental disorders	wget https://www.dropbox.com/s/y58wgcofe2fjwfz/PheCode_291.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/33n04v8gacc5i1z/291.4-Specificnonpsychoticmentaldisordersduetobraindamage-85cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/33n04v8gacc5i1z/291.4-Specificnonpsychoticmentaldisordersduetobraindamage-85cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/4yj931chuggmih0/291.4-Specificnonpsychoticmentaldisordersduetobraindamage-85cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/4yj931chuggmih0/291.4-Specificnonpsychoticmentaldisordersduetobraindamage-85cases-402383controls.mh.pdf?dl=0
291.8	440	"402,383"	"6,138"	Alteration of consciousness	mental disorders	wget https://www.dropbox.com/s/3f38qaf27pp8vei/PheCode_291.8_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/48hf4los8wk5duh/291.8-Alterationofconsciousness-440cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/48hf4los8wk5duh/291.8-Alterationofconsciousness-440cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/5u0mb0tgku4ytmm/291.8-Alterationofconsciousness-440cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/5u0mb0tgku4ytmm/291.8-Alterationofconsciousness-440cases-402383controls.mh.pdf?dl=0
292	"4,655"	"402,383"	"1,923"	Neurological disorders	mental disorders	wget https://www.dropbox.com/s/0j8565kenekg9x2/PheCode_292_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/eh0z5vbn1y6je7i/292-Neurologicaldisorders-4655cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/eh0z5vbn1y6je7i/292-Neurologicaldisorders-4655cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/4058c1fro4scust/292-Neurologicaldisorders-4655cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/4058c1fro4scust/292-Neurologicaldisorders-4655cases-402383controls.mh.pdf?dl=0
292.1	"1,514"	"402,383"	"5,064"	Aphasia/speech disturbance	mental disorders	wget https://www.dropbox.com/s/jw5jk8in8mz02rr/PheCode_292.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/8ev9mn9r408jlq4/292.1-Aphasiaspeechdisturbance-1514cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/8ev9mn9r408jlq4/292.1-Aphasiaspeechdisturbance-1514cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/i20z2m70dan02m6/292.1-Aphasiaspeechdisturbance-1514cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/i20z2m70dan02m6/292.1-Aphasiaspeechdisturbance-1514cases-402383controls.mh.pdf?dl=0
292.2	191	"402,383"	"6,387"	Mild cognitive impairment	mental disorders	wget https://www.dropbox.com/s/5xnmvdfra4ccwso/PheCode_292.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/pw8txrjhyqcxxl6/292.2-Mildcognitiveimpairment-191cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/pw8txrjhyqcxxl6/292.2-Mildcognitiveimpairment-191cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/wuhpri5mgx5nie9/292.2-Mildcognitiveimpairment-191cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/wuhpri5mgx5nie9/292.2-Mildcognitiveimpairment-191cases-402383controls.mh.pdf?dl=0
292.3	700	"402,383"	"5,878"	Memory loss	mental disorders	wget https://www.dropbox.com/s/jv2van4b0thqq5n/PheCode_292.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/30k1msvifen5eu2/292.3-Memoryloss-700cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/30k1msvifen5eu2/292.3-Memoryloss-700cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/ygehvdqff8haj23/292.3-Memoryloss-700cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/ygehvdqff8haj23/292.3-Memoryloss-700cases-402383controls.mh.pdf?dl=0
292.4	"2,189"	"402,383"	"4,389"	Altered mental status	mental disorders	wget https://www.dropbox.com/s/f9t2oh08hkey0ym/PheCode_292.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/lqp56tgrge4m08w/292.4-Alteredmentalstatus-2189cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/lqp56tgrge4m08w/292.4-Alteredmentalstatus-2189cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/doiaoqjp4a2vtjv/292.4-Alteredmentalstatus-2189cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/doiaoqjp4a2vtjv/292.4-Alteredmentalstatus-2189cases-402383controls.mh.pdf?dl=0
292.6	308	"402,383"	"6,270"	Hallucinations	mental disorders	wget https://www.dropbox.com/s/1vrnxi93ewdjln8/PheCode_292.6_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xvebhtyvxkeim39/292.6-Hallucinations-308cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/xvebhtyvxkeim39/292.6-Hallucinations-308cases-402383controls.qq.pdf?dl=0	https://www.dropbox.com/s/d7efu75b98d156j/292.6-Hallucinations-308cases-402383controls.mh.pdf?dl=0	https://www.dropbox.com/s/d7efu75b98d156j/292.6-Hallucinations-308cases-402383controls.mh.pdf?dl=0
293	"2,986"	"405,975"	0	Symptoms involving head and neck	mental disorders	wget https://www.dropbox.com/s/s47844onqbrk49o/PheCode_293_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/kszvmmaovhcx8kn/293-Symptomsinvolvingheadandneck-2986cases-405975controls.qq.pdf?dl=0	https://www.dropbox.com/s/kszvmmaovhcx8kn/293-Symptomsinvolvingheadandneck-2986cases-405975controls.qq.pdf?dl=0	https://www.dropbox.com/s/dwr5381phubiti5/293-Symptomsinvolvingheadandneck-2986cases-405975controls.mh.pdf?dl=0	https://www.dropbox.com/s/dwr5381phubiti5/293-Symptomsinvolvingheadandneck-2986cases-405975controls.mh.pdf?dl=0
293.1	907	"405,975"	"2,079"	"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]"	mental disorders	wget https://www.dropbox.com/s/mi7myr78h0hd2s6/PheCode_293.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/84mqw661o91pig4/293.1-Swelling-mass-orlumpinheadandneck-Space-occupyinglesion-intracranialNOS--907cases-405975controls.qq.pdf?dl=0	https://www.dropbox.com/s/84mqw661o91pig4/293.1-Swelling-mass-orlumpinheadandneck-Space-occupyinglesion-intracranialNOS--907cases-405975controls.qq.pdf?dl=0	https://www.dropbox.com/s/c4a0oks5k63g7ek/293.1-Swelling-mass-orlumpinheadandneck-Space-occupyinglesion-intracranialNOS--907cases-405975controls.mh.pdf?dl=0	https://www.dropbox.com/s/c4a0oks5k63g7ek/293.1-Swelling-mass-orlumpinheadandneck-Space-occupyinglesion-intracranialNOS--907cases-405975controls.mh.pdf?dl=0
295	850	"365,476"	"42,635"	Schizophrenia and other psychotic disorders	mental disorders	wget https://www.dropbox.com/s/6b8lrzsylhxowba/PheCode_295_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ve5b63348tc682m/295-Schizophreniaandotherpsychoticdisorders-850cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/ve5b63348tc682m/295-Schizophreniaandotherpsychoticdisorders-850cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/v2b4nsua5f2o8ex/295-Schizophreniaandotherpsychoticdisorders-850cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/v2b4nsua5f2o8ex/295-Schizophreniaandotherpsychoticdisorders-850cases-365476controls.mh.pdf?dl=0
295.1	571	"365,476"	"42,914"	Schizophrenia	mental disorders	wget https://www.dropbox.com/s/51v9vzpopwthb26/PheCode_295.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/b74j7acgnaa1cwk/295.1-Schizophrenia-571cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/b74j7acgnaa1cwk/295.1-Schizophrenia-571cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/9t2dvin0rgh5s63/295.1-Schizophrenia-571cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/9t2dvin0rgh5s63/295.1-Schizophrenia-571cases-365476controls.mh.pdf?dl=0
295.2	179	"365,476"	"43,306"	Paranoid disorders	mental disorders	wget https://www.dropbox.com/s/x7clln9bnb170hu/PheCode_295.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/65cz1jo0atpwu5q/295.2-Paranoiddisorders-179cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/65cz1jo0atpwu5q/295.2-Paranoiddisorders-179cases-365476controls.qq.pdf?dl=0	https://www.dropbox.com/s/zfex6h7uk84bu1c/295.2-Paranoiddisorders-179cases-365476controls.mh.pdf?dl=0	https://www.dropbox.com/s/zfex6h7uk84bu1c/295.2-Paranoiddisorders-179cases-365476controls.mh.pdf?dl=0
